"source","target","weight"
5166603,14732311,8
5052636,14732311,8
7337611,14732311,7
6357818,14732311,6
1219870,14732311,6
12908537,14732311,6
3895280,14732311,6
2076782,14732311,5
1667009,14732311,5
2674488,14732311,5
424475,14732311,5
1620737,14732311,4
183678,1376664,948
439401,1376664,44
305268,1376664,24
426649,1376664,16
506129,1376664,15
4195489,1376664,14
3062750,1376664,11
2446617,1376664,10
1149370,1376664,9
146040,1376664,9
2707563,1376664,9
154844,1376664,8
10064,1376664,8
1819801,1376664,8
120441,1376664,8
328420,1376664,8
199095,1376664,7
15182,1376664,7
328359,1376664,7
4662353,1376664,7
9161514,1376664,6
1920405,1376664,6
628796,1376664,6
200351,1376664,6
281544,1376664,6
495709,1376664,6
77759,1376664,6
60284,1376664,5
1875948,1376664,5
7510900,1376664,5
25218,448045,6037
306525,448045,393
247397,448045,224
176150,448045,46
227395,448045,27
41992,448045,25
187140,448045,24
160299,448045,23
33251,448045,21
675956,448045,15
229984,448045,14
154023,448045,12
533861,448045,10
47313,448045,10
270445,448045,9
16136510,448045,9
214626,448045,8
79707,448045,8
111333,448045,7
2829600,448045,7
858371,448045,6
52985,448045,6
282388,448045,6
146040,448045,6
2716794,448045,6
27900,448045,5
143744,448045,5
125612,448045,5
95115,448045,4
178634,448045,4
102631,1280180,7620
1045295,1280180,1883
641552,1280180,840
234676,1280180,463
1536889,1280180,242
504826,1280180,129
43930,1280180,85
3199392,1280180,81
117453,1280180,71
1530242,1280180,65
493897,1280180,42
260070,1280180,40
2749351,1280180,34
697741,1280180,34
3176519,1280180,33
844493,1280180,33
1016708,1280180,32
1846373,1280180,27
6885,1280180,19
6820,1280180,19
643706,1280180,18
1128925,1280180,17
1007419,1280180,17
842035,1280180,15
395054,1280180,14
865360,1280180,13
648225,1280180,11
638496,1280180,11
25955,1280180,11
117777,1280180,11
993322,3431193,3521
47294,3431193,2961
189796,3431193,2258
1482054,3431193,825
4499203,3431193,587
342857,3431193,494
896494,3431193,282
1748844,3431193,224
566016,3431193,159
6630197,3431193,143
100198,3431193,138
374554,3431193,114
1759658,3431193,103
1674823,3431193,102
874234,3431193,101
1341308,3431193,79
649031,3431193,77
8577314,3431193,76
3989763,3431193,75
2670112,3431193,67
1834925,3431193,65
3592619,3431193,60
14075412,3431193,60
6244263,3431193,57
612578,3431193,52
6594878,3431193,49
4974062,3431193,48
2269242,3431193,47
1797626,3431193,46
730039,3431193,46
99944,2579314,773
4118513,2579314,36
532299,2579314,27
40447,2579314,22
795177,2579314,21
5447528,2579314,20
1098293,2579314,20
5029799,2579314,19
556870,2579314,17
914431,2579314,17
1224811,2579314,17
426649,2579314,17
39014,2579314,16
209270,2579314,16
544424,2579314,15
1582996,2579314,14
245021,2579314,13
463420,2579314,13
181588,2579314,13
313677,2579314,12
8972248,2579314,12
2607178,2579314,11
586121,2579314,11
2364546,2579314,10
167681,2579314,10
20708,2579314,10
44259,2579314,9
1812203,2579314,9
1588011,2579314,9
17028608,2579314,9
1058011,2234102,3412
763613,2234102,660
3639822,2234102,320
42440,2234102,245
741525,2234102,229
116662,2234102,144
544424,2234102,133
534245,2234102,127
3203951,2234102,79
77991,2234102,69
630484,2234102,55
563886,2234102,45
644288,2234102,40
1263408,2234102,39
1438104,2234102,33
1285986,2234102,32
1058672,2234102,32
17076439,2234102,27
328258,2234102,27
21979,2234102,26
601654,2234102,26
13217984,2234102,26
448620,2234102,25
339945,2234102,25
5480781,2234102,24
597469,2234102,23
398958,2234102,21
1181219,2234102,21
1564843,2234102,21
102503,2234102,21
993322,3451238,1809
47294,3451238,1196
209837,3451238,565
100198,3451238,503
189796,3451238,465
1482054,3451238,219
1443215,3451238,107
342857,3451238,95
896494,3451238,88
1086008,3451238,61
440902,3451238,56
1118933,3451238,56
363611,3451238,42
728971,3451238,40
1178722,3451238,36
730039,3451238,33
282343,3451238,30
438046,3451238,28
1434034,3451238,27
1321010,3451238,27
795177,3451238,21
802505,3451238,20
665862,3451238,18
196953,3451238,15
299550,3451238,15
387868,3451238,15
1505372,3451238,14
2072064,3451238,14
752058,3451238,13
825204,3451238,13
1005065,5550552,5001
1283854,5550552,3363
277525,5550552,2351
1589737,5550552,2048
878997,5550552,1890
245432,5550552,1872
925062,5550552,1432
2709266,5550552,1373
2184312,5550552,1282
2227877,5550552,1178
213943,5550552,1133
1250540,5550552,1110
533222,5550552,996
1097106,5550552,971
956847,5550552,715
45821,5550552,710
2609334,5550552,624
660805,5550552,429
195053,5550552,344
2016878,5550552,333
189375,5550552,277
1410802,5550552,261
776911,5550552,250
2911849,5550552,238
695422,5550552,213
991300,5550552,154
1734309,5550552,150
177003,5550552,150
1374172,5550552,121
9048796,5550552,117
47313,458058,13968
243674,458058,2076
176399,458058,1249
610090,458058,636
1957048,458058,448
439401,458058,412
183678,458058,373
248818,458058,373
197017,458058,308
33886,458058,294
190447,458058,252
121003,458058,197
57224,458058,182
77759,458058,170
235550,458058,166
1753742,458058,157
137574,458058,152
67402,458058,152
73419,458058,141
300279,458058,139
749025,458058,115
288535,458058,113
408368,458058,111
88061,458058,107
26936,458058,107
244663,458058,105
119407,458058,104
2211145,458058,76
10107633,458058,73
97422,458058,62
31677,926544,697
33135,926544,371
221344,926544,108
79497,926544,100
11173689,926544,49
313117,926544,48
4027602,926544,39
170745,926544,31
707925,926544,31
7201955,926544,29
871145,926544,25
1307920,926544,24
232812,926544,23
1296664,926544,20
263772,926544,19
6775525,926544,19
1610091,926544,19
3229979,926544,18
52687,926544,17
67401,926544,10
118638,926544,10
599294,926544,9
4319443,926544,8
1168049,926544,8
373962,926544,8
274391,926544,8
18598,926544,8
720328,926544,8
546113,926544,8
21913,926544,7
463230,1863329,3853
207870,1863329,105
249125,1863329,92
2829600,1863329,65
829059,1863329,48
560749,1863329,43
243893,1863329,37
166810,1863329,33
109529,1863329,26
172966,1863329,24
1403741,1863329,14
181919,1863329,13
183223,1863329,13
116662,1863329,11
725836,1863329,11
865481,1863329,10
102052,1863329,9
87356,1863329,9
455383,1863329,9
4332182,1863329,9
973269,1863329,9
1023032,1863329,9
635006,1863329,8
11669,1863329,7
876117,1863329,7
4301798,1863329,7
688309,1863329,7
1514568,1863329,6
1711350,1863329,6
991693,1863329,6
463230,7548986,9414
2829600,7548986,1084
513603,7548986,389
1403741,7548986,253
4332182,7548986,184
544424,7548986,132
172966,7548986,117
163093,7548986,97
249125,7548986,96
999232,7548986,77
181919,7548986,66
665029,7548986,61
2423048,7548986,60
6329543,7548986,55
594614,7548986,48
973269,7548986,46
237530,7548986,41
4323180,7548986,36
1321596,7548986,33
1100408,7548986,31
2826480,7548986,29
829059,7548986,26
188776,7548986,24
7256451,7548986,22
207870,7548986,20
7089140,7548986,20
578455,7548986,18
3182864,7548986,18
839335,7548986,17
4009209,7548986,17
183678,1864363,3701
154844,1864363,504
21414,1864363,262
88061,1864363,117
1455673,1864363,90
27003,1864363,81
288535,1864363,56
17377,1864363,56
293591,1864363,55
191200,1864363,54
567393,1864363,44
439401,1864363,43
30813,1864363,40
19780,1864363,38
5032514,1864363,30
400034,1864363,26
150032,1864363,25
47313,1864363,22
1616268,1864363,21
26936,1864363,20
1206230,1864363,18
13104649,1864363,18
1205386,1864363,18
154023,1864363,17
86520,1864363,17
1202333,1864363,17
363211,1864363,17
243674,1864363,16
121003,1864363,16
957244,1864363,16
1221505,2854337,2166
7810770,2854337,1644
213590,2854337,1488
1256298,2854337,887
1073784,2854337,510
314295,2854337,419
1364214,2854337,211
2629882,2854337,163
1197509,2854337,123
572096,2854337,66
1019893,2854337,63
579410,2854337,58
2137523,2854337,53
3328823,2854337,52
201306,2854337,48
2228236,2854337,41
1215671,2854337,41
465132,2854337,40
440762,2854337,39
3101457,2854337,36
1004306,2854337,24
2292861,2854337,23
10086991,2854337,21
4151616,2854337,18
170159,2854337,15
5517743,2854337,14
1229385,2854337,14
1323583,2854337,14
11670456,2854337,14
1395245,2854337,14
190930,1420053,2412
2829600,1420053,29
107867,1420053,26
1226384,1420053,24
12404,1420053,13
200904,1420053,11
328359,1420053,11
610090,1420053,11
1505719,1420053,10
33251,1420053,9
1040271,1420053,9
705500,1420053,9
1867202,1420053,9
397256,1420053,7
103911,1420053,7
611271,1420053,6
203980,1420053,6
270528,1420053,6
4976,1420053,6
1172528,1420053,6
378849,1420053,6
5972186,1420053,6
1784740,1420053,6
29678,1420053,5
2279051,1420053,5
77759,1420053,5
76833,1420053,4
1165416,1420053,4
770298,1420053,4
3073381,1420053,4
24086,656494,11556
37621,656494,5505
142658,656494,1710
148097,656494,1565
18288,656494,1055
39854,656494,946
33387,656494,751
26548,656494,631
111448,656494,366
28046,656494,287
24568,656494,274
752603,656494,250
4977112,656494,233
162789,656494,165
20675,656494,153
39490,656494,151
15000,656494,149
83255,656494,137
15005,656494,119
88155,656494,107
99604,656494,102
5243386,656494,99
625761,656494,97
33527,656494,88
5031606,656494,84
94674,656494,78
551022,656494,77
65675,656494,69
184903,656494,65
7437773,656494,65
272784,2889328,2258
52932,2889328,2040
995399,2889328,1568
144512,2889328,1546
617637,2889328,1055
19444947,2889328,758
246627,2889328,725
208434,2889328,519
906334,2889328,507
767313,2889328,400
353790,2889328,329
301442,2889328,317
352291,2889328,299
134745,2889328,287
286171,2889328,285
622599,2889328,192
1682452,2889328,189
1398304,2889328,172
841956,2889328,153
979807,2889328,101
4710635,2889328,96
21655,2889328,62
1473618,2889328,55
551898,2889328,55
161683,2889328,43
801097,2889328,41
1087646,2889328,38
1034160,2889328,31
621103,2889328,29
519727,2889328,24
