"source","target","weight"
81643,3272927,1635
135230,3272927,7
128781,3272927,7
343499,3272927,7
705123,3272927,5
927584,3272927,4
330343,3272927,4
310981,3272927,3
1104805,3272927,3
13820,3272927,3
106557,3272927,2
1420272,3272927,2
4665,3272927,2
7249754,3272927,2
402539,3272927,2
443830,3272927,2
744471,3272927,2
245588,3272927,1
52041,3272927,1
5316,3272927,1
157812,3272927,1
199380,3272927,1
457593,3272927,1
1684914,3272927,1
285879,3272927,1
1108219,3272927,1
95355,3272927,1
4745181,3272927,1
77495,3272927,1
759113,3272927,1
49415,237904,2802
1183,237904,427
767816,237904,92
354096,237904,85
50812,237904,78
1274145,237904,53
21860,237904,45
744471,237904,29
37268,237904,26
538538,237904,22
737477,237904,19
5332484,237904,19
2230555,237904,18
307277,237904,17
294349,237904,17
5056117,237904,17
526560,237904,16
3332071,237904,15
100394,237904,12
461132,237904,12
320177,237904,11
623362,237904,11
107968,237904,10
68482,237904,10
83842,237904,10
2264896,237904,8
1336440,237904,8
165259,237904,8
382362,237904,8
437005,237904,7
236767,18277389,410
4405424,18277389,278
529217,18277389,11
503039,18277389,8
3736978,18277389,8
737477,18277389,7
7725188,18277389,6
933964,18277389,5
1968904,18277389,4
8017899,18277389,3
3842915,18277389,3
8507844,18277389,3
5144903,18277389,3
543423,18277389,2
870172,18277389,2
3918085,18277389,2
4587833,18277389,2
1611120,18277389,2
451835,18277389,2
134321,18277389,2
1464328,18277389,2
5645741,18277389,2
1834397,18277389,2
4041425,18277389,2
541289,18277389,2
1047,18277389,2
311326,18277389,1
1318233,18277389,1
1018013,18277389,1
864538,18277389,1
2818758,6731432,710
891744,6731432,5
4667129,6731432,5
17551,6731432,5
3029165,6731432,4
99732,6731432,4
5316,6731432,3
76036,6731432,3
47393,6731432,2
1800499,6731432,2
1732498,6731432,1
464648,6731432,1
135230,6731432,1
2257210,6731432,1
230310,6731432,1
2458024,6731432,1
814463,6731432,1
2349496,6731432,1
141546,6731432,1
1683995,6731432,1
175882,6731432,1
3540246,6731432,1
2429871,6731432,1
1432135,6731432,1
431374,6731432,1
2511878,6731432,1
6793088,6731432,1
931039,6731432,1
8083459,6731432,1
493891,6731432,1
49415,34817922,1014
2164261,34817922,877
22570,34817922,698
11019,34817922,416
3664523,34817922,177
447,34817922,111
5860491,34817922,102
178769,34817922,99
1377233,34817922,86
289960,34817922,76
713692,34817922,67
591567,34817922,54
51356,34817922,44
52635,34817922,36
274582,34817922,29
1991377,34817922,24
51087,34817922,24
1183,34817922,22
8165792,34817922,19
506953,34817922,16
2389419,34817922,14
2801853,34817922,12
227068,34817922,10
1651197,34817922,10
623362,34817922,9
5058284,34817922,8
817138,34817922,8
7062385,34817922,8
1313584,34817922,7
882455,34817922,7
609606,1560597,11418
584827,1560597,8852
705648,1560597,7113
17145426,1560597,1041
709989,1560597,751
1010174,1560597,725
285533,1560597,724
3416,1560597,700
17382,1560597,648
13564,1560597,567
79130,1560597,494
157521,1560597,492
148037,1560597,465
2467412,1560597,393
515656,1560597,346
1312006,1560597,290
26626,1560597,272
18488,1560597,271
409604,1560597,246
1662219,1560597,230
706040,1560597,180
20696,1560597,177
1339423,1560597,175
2141,1560597,175
12394,1560597,173
212146,1560597,169
226650,1560597,162
898941,1560597,150
1597921,1560597,144
307277,1560597,124
255926,2386778,2491
115330,2386778,1493
331273,2386778,462
151506,2386778,422
219997,2386778,398
316753,2386778,265
104558,2386778,222
1647846,2386778,142
1640797,2386778,109
445817,2386778,102
228456,2386778,67
45735,2386778,67
1811048,2386778,62
1352247,2386778,49
6180449,2386778,43
29010,2386778,42
1206583,2386778,41
61517,2386778,40
2656965,2386778,40
398728,2386778,33
154420,2386778,33
490421,2386778,29
28711,2386778,28
3589190,2386778,27
487050,2386778,26
37715,2386778,26
3234406,2386778,25
6394292,2386778,25
184914,2386778,20
75746,2386778,19
