"source","target","weight"
22991543,32578467,2
4084679,32578467,2
11388117,32578467,2
13834008,32578467,2
2152244,32578467,2
3041153,32578467,1
1359809,32578467,1
546145,32578467,1
1701915,32578467,1
5360982,32578467,1
3092978,32578467,1
3252307,32578467,1
1420133,32578467,1
16784982,51308720,187
5191832,51308720,166
1310293,51308720,112
16103068,51308720,98
6609246,51308720,95
1423497,51308720,80
11586922,51308720,33
3750083,51308720,18
16818592,51308720,16
4023136,51308720,9
19393498,51308720,8
19825876,51308720,7
18529363,51308720,7
7662738,51308720,6
12917107,51308720,5
667604,51308720,5
756974,51308720,4
17593196,51308720,3
17850918,51308720,2
1449655,51308720,2
190200,51308720,2
17087426,51308720,2
5365884,51308720,2
14021444,51308720,2
1985924,51308720,2
1579644,51308720,1
1777562,51308720,1
67206,51308720,1
11974522,51308720,1
358227,51308720,1
91722,26133979,1207
434322,26133979,812
1093266,26133979,796
28052,26133979,735
12613048,26133979,413
1097182,26133979,179
8356717,26133979,177
99338,26133979,128
792313,26133979,115
522281,26133979,106
1117644,26133979,70
3943692,26133979,57
41975,26133979,49
11801330,26133979,35
2524618,26133979,27
3260592,26133979,15
1137962,26133979,13
105194,26133979,11
9949800,26133979,10
6930774,26133979,9
3644868,26133979,9
102331,26133979,8
7342882,26133979,8
18119780,26133979,8
1550776,26133979,7
5855073,26133979,7
6424575,26133979,6
2842712,26133979,6
2024415,26133979,6
22505892,26133979,4
474794,35732214,908
33430,35732214,275
4259250,35732214,183
833072,35732214,116
283886,35732214,23
1382659,35732214,17
5324653,35732214,17
6539412,35732214,16
5382,35732214,14
15915071,35732214,14
829783,35732214,13
54883,35732214,13
14542757,35732214,11
2645146,35732214,10
8863326,35732214,9
3273722,35732214,8
138476,35732214,8
216089,35732214,7
909674,35732214,7
142924,35732214,7
570797,35732214,6
763550,35732214,6
7447471,35732214,5
8330387,35732214,5
3620405,35732214,5
3029684,35732214,5
666997,35732214,5
1523424,35732214,5
1946610,35732214,5
1732366,35732214,4
4723115,29887499,1361
19578692,29887499,226
3461051,29887499,67
7776448,29887499,32
867999,29887499,11
6329505,29887499,10
7863380,29887499,7
8586063,29887499,6
6511079,29887499,6
4385357,29887499,4
1411571,29887499,4
389449,29887499,4
1041468,29887499,3
475463,29887499,3
3007012,29887499,3
1585037,29887499,3
18242998,29887499,3
6994514,29887499,3
15367484,29887499,3
431662,29887499,2
5360214,29887499,2
17362949,29887499,2
720966,29887499,2
2699409,29887499,2
2101043,29887499,2
2510864,29887499,2
2264291,29887499,2
1676460,29887499,2
12173944,29887499,2
9052157,29887499,2
9982123,41215439,568
1205894,41215439,58
4954588,41215439,31
87956,41215439,12
13942729,41215439,7
1798166,41215439,3
1597104,41215439,2
586910,41215439,2
6011755,41215439,2
8734755,41215439,2
1772207,41215439,1
2396290,41215439,1
1615780,41215439,1
566178,41215439,1
8978522,41215439,1
7275476,41215439,1
89981,41215439,1
8669100,41215439,1
7431094,41215439,1
2477404,41215439,1
1065452,28513398,106
852375,28513398,40
975938,28513398,31
2100166,28513398,12
23453,28513398,4
1226578,28513398,3
644634,28513398,3
1052534,28513398,2
11906852,28513398,2
2057281,28513398,1
755542,28513398,1
1638935,28513398,1
5253741,28513398,1
2567823,28513398,1
177228,28513398,1
3647884,28513398,1
3541185,28513398,1
2582590,28513398,1
1276296,28513398,1
1988660,28513398,1
8734755,28513398,1
169110,22458259,691
7659,22458259,229
51020,22458259,23
198768,22458259,8
44164,22458259,8
51363,22458259,5
23453,22458259,3
59564,22458259,3
1187,22458259,3
8782776,22458259,3
736506,22458259,3
619602,22458259,3
11320251,22458259,2
1464005,22458259,2
1707598,22458259,2
1225317,22458259,2
2030036,22458259,2
5501995,22458259,2
3337361,22458259,2
1109961,22458259,2
3583099,22458259,2
213293,22458259,2
3356474,22458259,2
1989385,22458259,2
909674,22458259,2
966856,22458259,2
8736961,22458259,2
789577,22458259,2
1781236,22458259,2
1739669,22458259,1
432536,25050844,939
909674,25050844,523
1302,25050844,382
22635,25050844,135
212465,25050844,102
59671,25050844,78
782837,25050844,59
1349578,25050844,52
438313,25050844,41
685609,25050844,39
6810144,25050844,32
531537,25050844,28
285321,25050844,19
390645,25050844,18
1051453,25050844,16
364568,25050844,14
714,25050844,13
1904161,25050844,11
882822,25050844,10
932290,25050844,9
33430,25050844,9
346012,25050844,8
701239,25050844,8
666807,25050844,7
532638,25050844,7
71363,25050844,7
28851,25050844,5
5916302,25050844,5
320910,25050844,5
965994,25050844,5
272929,20965586,179
1057756,20965586,98
3095758,20965586,66
216363,20965586,15
829783,20965586,11
3187582,20965586,10
1218433,20965586,8
7384288,20965586,8
1638996,20965586,6
23453,20965586,5
25009,20965586,5
3398498,20965586,5
702124,20965586,4
748214,20965586,4
941453,20965586,4
517428,20965586,4
422836,20965586,3
1463304,20965586,3
4228246,20965586,3
171072,20965586,3
2718104,20965586,3
13786931,20965586,3
830995,20965586,3
4518004,20965586,3
1471922,20965586,2
169110,20965586,2
813024,20965586,2
751115,20965586,2
1592502,20965586,2
1451007,20965586,2
58962,18440563,605
7957896,18440563,96
3845764,18440563,9
1159454,18440563,6
328324,18440563,6
11829,18440563,5
826126,18440563,4
7380931,18440563,4
71474,18440563,4
521091,18440563,4
6902,18440563,3
1833895,18440563,3
787655,18440563,3
532167,18440563,3
22032,18440563,3
2043131,18440563,2
337986,18440563,2
421435,18440563,2
806404,18440563,2
45016,18440563,2
1521805,18440563,2
12215,18440563,2
149228,18440563,2
9119485,18440563,2
495892,18440563,2
909340,18440563,2
4525736,18440563,2
194417,18440563,2
3834646,18440563,1
8225090,18440563,1
346853,50447720,196
7553472,50447720,156
11384608,50447720,98
9771816,50447720,57
4160350,50447720,42
15270909,50447720,37
5559813,50447720,29
8882256,50447720,25
8923546,50447720,23
7800685,50447720,22
7040073,50447720,19
815372,50447720,19
283681,50447720,15
7307896,50447720,14
13149204,50447720,13
8249718,50447720,12
143710,50447720,12
12428710,50447720,12
19505942,50447720,9
16046834,50447720,9
12877678,50447720,8
4974425,50447720,7
12471122,50447720,7
4752260,50447720,6
17001798,50447720,6
5385681,50447720,6
5459870,50447720,6
3241469,50447720,5
9503191,50447720,5
746482,50447720,5
552921,20506004,407
68616,20506004,133
909674,20506004,45
1062518,20506004,41
33430,20506004,38
7384288,20506004,36
6799989,20506004,33
130797,20506004,28
2033828,20506004,28
1349578,20506004,25
147686,20506004,24
498212,20506004,23
84700,20506004,22
836893,20506004,20
28851,20506004,17
15650591,20506004,17
1218433,20506004,15
4975322,20506004,15
311156,20506004,15
221066,20506004,13
49038,20506004,11
829783,20506004,10
432536,20506004,9
1916041,20506004,9
316931,20506004,8
352753,20506004,6
2016856,20506004,6
16237019,20506004,6
15832198,20506004,6
4529021,20506004,5
1342803,49910095,1420
5750489,49910095,896
42901,49910095,88
1353840,49910095,52
2182121,49910095,30
1951674,49910095,21
4843821,49910095,19
3322446,49910095,18
5182991,49910095,13
437771,49910095,11
7111607,49910095,10
564725,49910095,9
143758,49910095,8
81575,49910095,8
5916645,49910095,7
1267282,49910095,7
7641832,49910095,5
3526783,49910095,4
2391557,49910095,4
1496250,49910095,4
2771802,49910095,4
11914364,49910095,4
1279756,49910095,3
3926785,49910095,3
6095531,49910095,3
733151,49910095,3
179868,49910095,3
2663148,49910095,2
3224850,49910095,2
165031,49910095,2
1641148,33569135,1244
5250,33569135,71
691834,33569135,42
159493,33569135,25
1337867,33569135,23
4622322,33569135,22
1680094,33569135,19
309224,33569135,18
55262,33569135,17
1830205,33569135,14
12710,33569135,13
1141680,33569135,13
385102,33569135,13
828849,33569135,12
3814772,33569135,11
1889575,33569135,11
882822,33569135,10
848916,33569135,10
49038,33569135,10
63070,33569135,8
931655,33569135,7
421435,33569135,7
238401,33569135,6
1183264,33569135,6
909674,33569135,6
4178716,33569135,6
166018,33569135,5
903438,33569135,5
1494611,33569135,5
966856,33569135,5
4723115,21696302,523
475463,21696302,477
19578692,21696302,152
2134123,21696302,65
3670378,21696302,15
8875768,21696302,10
10367662,21696302,9
1463444,21696302,9
130834,21696302,8
889949,21696302,8
10529867,21696302,8
57446,21696302,8
15367484,21696302,8
1790873,21696302,7
860511,21696302,7
1499047,21696302,7
219689,21696302,7
11625453,21696302,7
23127,21696302,7
4385357,21696302,6
3623695,21696302,6
2762374,21696302,6
1026253,21696302,6
2891970,21696302,6
3649119,21696302,5
2642850,21696302,5
5009041,21696302,5
147971,21696302,5
6905466,21696302,5
4506500,21696302,5
432536,3606624,2495
13760,3606624,1324
42419,3606624,562
11806295,3606624,359
909674,3606624,337
43429,3606624,300
1302,3606624,285
685609,3606624,260
3407787,3606624,114
949286,3606624,87
1816725,3606624,71
551543,3606624,64
22635,3606624,57
59671,3606624,52
9143914,3606624,49
24247,3606624,47
238331,3606624,43
2771,3606624,42
157480,3606624,37
147686,3606624,37
217883,3606624,36
225350,3606624,35
66176,3606624,25
372616,3606624,25
666807,3606624,25
22101,3606624,22
456991,3606624,21
55057,3606624,21
762049,3606624,19
1614904,3606624,19
6511079,21700699,1492
4723115,21700699,456
484656,21700699,241
77198,21700699,213
11652045,21700699,56
7546651,21700699,54
10736853,21700699,34
15367484,21700699,23
3670378,21700699,19
3183848,21700699,19
6689319,21700699,18
3356474,21700699,15
10719017,21700699,14
2721998,21700699,13
8734755,21700699,12
3623695,21700699,9
16142,21700699,9
5816878,21700699,8
2887472,21700699,8
6825362,21700699,8
10367662,21700699,7
1585037,21700699,7
446404,21700699,7
5027957,21700699,7
2082134,21700699,7
13481415,21700699,6
6847959,21700699,6
56189,21700699,6
3026460,21700699,6
10529867,21700699,6
