"source","target","weight"
5882173,26554,171
278982,26554,160
23369,26554,157
285920,26554,148
51039,26554,130
245600,26554,104
231436,26554,103
265259,26554,85
218431,26554,84
339024,26554,57
168193,26554,35
175515,26554,34
1569002,26554,30
1231913,26554,29
116584,26554,27
48100,26554,26
281753,26554,25
10525230,26554,22
731233,26554,21
1346302,26554,21
159198,26554,20
487433,39464018,1099
20978302,39464018,84
5727938,39464018,51
130878,39464018,50
12932,39464018,42
4496521,39464018,36
1527501,39464018,23
3867546,39464018,15
74872,39464018,10
3343813,39464018,7
7636841,39464018,7
1504948,39464018,7
1587005,39464018,6
817955,39464018,6
787256,39464018,5
1168692,39464018,4
3062008,39464018,4
10016038,39464018,4
697647,39464018,3
58540,39464018,3
5184832,39464018,3
4670904,39464018,3
2367249,39464018,3
5643046,39464018,3
1106937,39464018,2
197148,39464018,2
2037283,39464018,2
209316,39464018,2
1108361,39464018,2
622789,39464018,2
919444,4037197,1259
10212162,4037197,160
10026824,4037197,128
10584846,4037197,44
1030961,4037197,40
1434266,4037197,30
816150,4037197,22
90633,4037197,19
1290755,4037197,15
793577,4037197,11
4938982,4037197,11
171432,4037197,9
1269815,4037197,8
98621,4037197,5
67211,4037197,5
3267574,4037197,5
200861,4037197,5
810762,4037197,5
4285147,4037197,4
1501173,4037197,4
755692,4037197,4
794072,4037197,4
790069,4037197,4
430272,4037197,3
1782860,4037197,3
943597,4037197,3
593597,4037197,3
82634,4037197,3
323761,4037197,3
27545,4037197,3
342945,5483330,1011
1560962,5483330,97
2900871,5483330,90
440661,5483330,25
1522741,5483330,12
832666,5483330,12
6829345,5483330,12
2653486,5483330,11
1501073,5483330,6
6326116,5483330,6
1808930,5483330,5
4149852,5483330,5
745867,5483330,5
6470051,5483330,5
6252238,5483330,5
2351748,5483330,5
2473271,5483330,5
1132769,5483330,4
1049240,5483330,4
2049889,5483330,4
1244181,5483330,4
1382472,5483330,3
10100995,5483330,3
64569,5483330,3
2774413,5483330,3
14882315,5483330,3
15084830,5483330,3
5327677,5483330,3
3837503,5483330,3
2274410,5483330,3
710255,33015583,1559
11006006,33015583,170
3902480,33015583,65
3462566,33015583,63
123894,33015583,62
326559,33015583,53
144949,33015583,33
14356347,33015583,32
8267636,33015583,30
5733,33015583,26
506602,33015583,19
6182852,33015583,17
5553901,33015583,16
2086260,33015583,15
1595907,33015583,14
3817641,33015583,14
60954,33015583,13
7121753,33015583,13
6568042,33015583,13
3826382,33015583,13
2018752,33015583,12
31510,33015583,11
433434,33015583,11
1776151,33015583,10
6528766,33015583,9
32325,33015583,9
1855260,33015583,9
1271014,33015583,9
803603,33015583,9
1591142,33015583,8
23610,873328,10605
30713,873328,1746
375744,873328,1489
7396,873328,893
2153,873328,704
65315,873328,492
5026776,873328,164
279398,873328,103
1189446,873328,73
42232,873328,36
2340654,873328,34
155970,873328,27
9269824,873328,27
5915546,873328,24
470,873328,21
739390,873328,21
363802,873328,20
772,873328,16
122869,873328,14
142120,873328,13
2370568,873328,13
305268,873328,12
46565,873328,11
2988929,873328,9
113444,873328,9
30199,873328,9
50848,873328,9
101657,873328,8
21124,873328,8
35289,873328,7
652070,21289110,603
4560482,21289110,10
596651,21289110,9
178641,21289110,8
591113,21289110,7
44782,21289110,7
350912,21289110,6
823054,21289110,6
5762822,21289110,6
5875315,21289110,5
5798774,21289110,5
1634247,21289110,5
1219418,21289110,5
1881874,21289110,5
6962657,21289110,5
16872788,21289110,5
11830393,21289110,4
15367484,21289110,4
1068245,21289110,4
3790258,21289110,3
4954947,21289110,3
291289,21289110,3
1760209,21289110,3
137268,21289110,3
213781,21289110,3
90699,21289110,3
7867775,21289110,3
2090154,21289110,3
50891,21289110,3
8465194,21289110,3
160562,301742,2309
84101,301742,94
58667,301742,34
711371,301742,19
59575,301742,16
3482660,301742,15
823358,301742,13
151929,301742,13
179880,301742,12
1721820,301742,10
281715,301742,10
836375,301742,10
2805515,301742,10
908975,301742,9
238652,301742,9
10311,301742,8
272048,301742,8
403152,301742,7
906069,301742,7
52304,301742,7
38807,301742,7
1771042,301742,6
440661,301742,6
2333186,301742,6
135029,301742,6
1271476,301742,6
2041757,301742,6
81175,301742,5
305268,301742,5
48936,301742,5
1908898,1039520,4195
779568,1039520,3773
1239727,1039520,1469
1937689,1039520,1210
10879694,1039520,845
53487,1039520,308
1225294,1039520,237
763046,1039520,71
212145,1039520,50
184983,1039520,45
3696393,1039520,40
79476,1039520,34
358293,1039520,33
840125,1039520,29
4800201,1039520,23
4433279,1039520,22
400699,1039520,20
15384,1039520,17
10004135,1039520,17
4331184,1039520,17
220839,1039520,15
2334407,1039520,14
6501271,1039520,14
2663505,1039520,13
6928832,1039520,13
651988,1039520,12
470136,1039520,12
1119785,1039520,11
1819141,1039520,11
670690,1039520,10
479213,26516210,1367
6504915,26516210,1315
106176,26516210,1187
1581662,26516210,1015
5235109,26516210,199
4323539,26516210,123
295816,26516210,116
649860,26516210,109
6293471,26516210,91
220205,26516210,77
1750103,26516210,60
4635721,26516210,57
16506899,26516210,47
598099,26516210,36
356103,26516210,29
453881,26516210,24
1513073,26516210,20
1227205,26516210,19
1411057,26516210,19
156137,26516210,18
159967,26516210,17
6158,26516210,14
90853,26516210,14
482089,26516210,14
4447011,26516210,13
772,26516210,12
13988546,26516210,12
5658854,26516210,12
501805,26516210,11
515835,26516210,11
119893,1362490,2463
1382556,1362490,490
240830,1362490,294
376448,1362490,45
715372,1362490,43
5271761,1362490,41
836426,1362490,31
195266,1362490,26
3482660,1362490,24
36156,1362490,23
187133,1362490,21
22723,1362490,20
234019,1362490,17
3167253,1362490,16
238652,1362490,16
192614,1362490,12
46775,1362490,12
185043,1362490,11
1756215,1362490,11
228433,1362490,11
7707694,1362490,10
68183,1362490,10
909716,1362490,10
717901,1362490,10
46565,1362490,9
494783,1362490,9
5546456,1362490,8
503584,1362490,8
145979,1362490,8
1236561,1362490,7
17700,3638964,5110
836171,3638964,3024
26403,3638964,2740
209242,3638964,2054
1869705,3638964,793
414626,3638964,532
39340,3638964,475
23809,3638964,442
230335,3638964,384
705161,3638964,329
806360,3638964,297
388198,3638964,220
1282865,3638964,220
6775756,3638964,209
23628,3638964,174
1562458,3638964,166
4542862,3638964,156
1542625,3638964,141
429563,3638964,132
77888,3638964,132
940557,3638964,131
382239,3638964,118
1471271,3638964,117
95156,3638964,115
391807,3638964,113
159967,3638964,99
15162,3638964,97
60706,3638964,97
33121,3638964,96
446305,3638964,90
180401,4164482,2802
411869,4164482,2572
6923,4164482,1872
37345,4164482,1740
143192,4164482,1401
788910,4164482,1381
1610,4164482,895
21148,4164482,893
62745,4164482,486
772,4164482,479
40661,4164482,465
36182,4164482,439
125285,4164482,349
13922,4164482,335
430048,4164482,276
141748,4164482,270
12384,4164482,263
9293,4164482,254
81547,4164482,221
61586,4164482,213
68544,4164482,194
36160,4164482,180
6345,4164482,160
124,4164482,150
389581,4164482,139
475613,4164482,126
481910,4164482,97
109951,4164482,93
1767452,4164482,93
347634,4164482,86
7396,596892,1175
837573,596892,241
36428,596892,122
182316,596892,113
119893,596892,97
1242887,596892,41
6401746,596892,36
276041,596892,26
356103,596892,23
291359,596892,18
5268051,596892,18
142113,596892,17
483314,596892,15
319,596892,13
5675953,596892,12
291575,596892,12
179599,596892,10
91895,596892,9
6513121,596892,8
199592,596892,8
306444,596892,6
10120306,596892,6
1664,596892,6
56947,596892,6
419884,596892,6
166176,596892,6
101698,596892,5
245347,596892,5
35289,596892,5
376462,596892,5
151929,658518,5522
327925,658518,3002
335567,658518,2210
3292874,658518,1898
27600,658518,1777
57394,658518,1769
557579,658518,802
118211,658518,662
204333,658518,211
83444,658518,210
192614,658518,197
1640669,658518,191
208217,658518,180
2397974,658518,137
29282,658518,135
1387028,658518,112
281420,658518,111
836375,658518,95
1588357,658518,78
2791223,658518,61
145984,658518,52
542663,658518,52
46135,658518,50
45071,658518,49
191822,658518,39
341611,658518,39
6874993,658518,35
192372,658518,35
326005,658518,35
60206,658518,31
17151892,45717250,2883
463737,45717250,898
6969686,45717250,417
175486,45717250,403
577277,45717250,361
16824702,45717250,355
192142,45717250,281
4269898,45717250,249
7946809,45717250,247
1400023,45717250,240
1794715,45717250,225
2294279,45717250,168
70511,45717250,135
15258583,45717250,123
229914,45717250,121
592670,45717250,120
3376817,45717250,107
161459,45717250,105
1192265,45717250,103
2342391,45717250,92
3010295,45717250,85
20959853,45717250,85
15737127,45717250,74
170179,45717250,72
16018,45717250,71
15736910,45717250,69
1100749,45717250,66
567848,45717250,63
144114,45717250,63
414043,45717250,62
89061,843222,2194
449558,843222,1933
277639,843222,1596
335383,843222,1265
161052,843222,1048
477771,843222,936
111730,843222,860
233706,843222,777
241745,843222,769
1274722,843222,580
78827,843222,463
781659,843222,344
1867024,843222,311
184798,843222,237
800543,843222,233
202816,843222,187
134307,843222,137
9487348,843222,128
1908618,843222,117
2232328,843222,109
78387,843222,103
694043,843222,100
1680079,843222,96
805252,843222,95
869592,843222,92
5061,843222,87
234454,843222,84
263280,843222,83
3146013,843222,82
5200410,843222,82
